CIUDAD DE PROCEDENCIA,CIUDAD DE DESTINO,MOTIVO DEL VIAJE,TIEMPO DE PERMANENCIA (DIAS),TIPO ALOJAMIENTO,RESULTADO SATISFACCIÓN,CANTIDAD DE VIAJEROS
Valle Del Cauca,Nobsa,Turismo,2,Hotel,10,2
Valle Del Cauca,Tunja,Turismo,2,Hotel,10,3
Valle Del Cauca,Aquitania,Turismo,3,Vivienda familiar,10,4
Valle Del Cauca,Nobsa,Turismo,1,Hotel,9,4
Valle Del Cauca,Aquitania,Turismo,2,Hotel,9,4
Valle Del Cauca,Duitama,Turismo,1,Hotel,8,4
Valle Del Cauca,Villa de Leyva,Turismo,1,Hotel,9,4
Valle Del Cauca,Aquitania,Turismo,1,Hotel,10,4
Valle Del Cauca,Aquitania,Turismo,2,Hotel,9,4
Valle Del Cauca,Aquitania,Turismo,1,Hotel,9,4
Valle Del Cauca,Chiquinquirá,Turismo,2,Hotel,10,7
Valle Del Cauca,Monguí,Turismo,2,Hotel,9,35
Valledupar,Tunja,Turismo,3,Hotel,10,2
Valledupar,Paipa,Turismo,3,Hotel,10,2
Valledupar,Guateque,Turismo,1,Hotel,9,5
Valledupar,Cuítiva,Turismo,1,Cabaña rural,10,5
Valledupar,Paipa,Turismo,1,Cabaña rural,10,7
VALLEDUPAR,Duitama,Turismo,4,Hotel,10,35
Vayadolis,Tibaná,Turismo,1,Hotel,9,5
Velez,Duitama,Turismo,1,Vivienda familiar,10,80
Vélez,Aquitania,Turismo,5,Vivienda familiar,10,2
Ventaquemada,Aquitania,Turismo,2,Hotel,10,1
Victoria,Paipa,Turismo,1,Vivienda familiar,10,43
Villa De Leiva,Tibasosa,Turismo,5,Hotel,10,2
Villa De Leyva,Villa de Leyva,Turismo,2,Vivienda familiar,9,2
Villa De Leyva,Villa de Leyva,Turismo,3,Cabaña rural,0,2
Villa De Leyva,Villa de Leyva,Turismo,3,Hotel,0,2
Villa De Leyva,Villa de Leyva,Turismo,1,Hotel,0,3
Villa De Leyva,Villa de Leyva,Turismo,2,Vivienda familiar,9,3
Villa De Leyva,Monguí,Turismo,1,Hotel,9,4
Villanueva,Aquitania,Turismo,1,Hotel,10,2
Villanueva,Paipa,Turismo,3,Vivienda familiar,10,2
Villanueva,Aquitania,Turismo,3,Hotel,10,4
Villavicencio,Aquitania,Turismo,2,Hotel,10,1
Villavicencio,Paipa,Turismo,2,Hotel,9,2
Villavicencio,Duitama,Turismo,3,Hotel,9,2
Villavicencio,Iza,Turismo,5,Vivienda familiar,10,2
Villavicencio,Aquitania,Turismo,1,Vivienda familiar,10,2
Villavicencio,Monguí,Turismo,3,Hotel,10,2
Villavicencio,Villa de Leyva,Turismo,2,Hotel,10,2
Villavicencio,Ráquira,Turismo,2,Camping,10,2
Villavicencio,Paipa,Turismo,4,Hotel,10,2
Villavicencio,Tunja,Turismo,2,Hotel,10,2
Villavicencio,Aquitania,Turismo,5,Resort,7,2
Villavicencio,Aquitania,Turismo,4,Hotel,10,2
Villavicencio,Duitama,Turismo,1,Hotel,8,2
Villavicencio,Ráquira,Turismo,5,Vivienda familiar,10,2
Villavicencio,Paipa,Turismo,5,Hotel,10,2
Villavicencio,Paipa,Turismo,2,Hotel,10,2
Villavicencio,Duitama,Turismo,2,Cabaña rural,9,2
Villavicencio,Duitama,Turismo,2,Hotel,10,2
Villavicencio,Paipa,Turismo,2,Hotel,9,3
Villavicencio,Duitama,Turismo,1,Vivienda familiar,8,3
Villavicencio,Sogamoso,Turismo,1,Hotel,10,4
Villavicencio,Chiquinquirá,Turismo,3,Vivienda familiar,10,4
Villavicencio,Duitama,Turismo,2,Hotel,9,4
Villavicencio,Paipa,Turismo,1,Hotel,10,4
Villavicencio,Aquitania,Turismo,1,Hotel,10,4
Villavicencio,Ráquira,Turismo,4,Hotel,9,4
Villavicencio,Aquitania,Turismo,3,Hotel,9,4
Villavicencio,Villa de Leyva,Turismo,1,Vivienda familiar,10,4
Villavicencio,Monguí,Turismo,3,Hotel,10,4
Villavicencio,Aquitania,Turismo,3,Cabaña rural,10,4
Villavicencio,Duitama,Turismo,3,Hotel,10,4
Villavicencio,Duitama,Turismo,1,Hotel,10,4
Villavicencio,Duitama,Turismo,2,Hotel,10,5
Villavicencio,Aquitania,Turismo,3,Hotel,9,5
Villavicencio,Paipa,Turismo,3,Hotel,10,5
Villavicencio,Duitama,Turismo,3,Hotel,0,5
Villavicencio,Sogamoso,Turismo,1,Hotel,0,5
Villavicencio,Paipa,Turismo,2,Hotel,10,5
Villavicencio,Paipa,Turismo,2,Hotel,9,6
Villavicencio,Monguí,Turismo,3,Hotel,10,6
Villavicencio,Corrales,Turismo,1,Hotel,10,6
Villavicencio,Chiquinquirá,Turismo,2,Hotel,10,6
Villavicencio,Iza,Turismo,2,Hotel,10,7
Villavicencio,Aquitania,Turismo,1,Hotel,10,7
Villavicencio,Ventaquemada,Turismo,3,Vivienda familiar,0,7
Villavicencio,Aquitania,Turismo,3,Hotel,0,8
Villavicencio,Tibasosa,Turismo,1,Hotel,10,8
Villavicencio,Tunja,Turismo,2,Vivienda familiar,10,10
Villavicencio,Sogamoso,Turismo,3,Hotel,5,12
Villavicencio,Duitama,Turismo,3,Hotel,10,12
Villavicencio,Tunja,Educación,7,Hotel,0,12
VILLAVICENCIO,Tunja,Turismo,2,Hotel,10,12
Villavicencio,Paipa,Turismo,3,Hotel,10,14
VILLAVICENCIO,Aquitania,Turismo,3,Hotel,10,18
Villavicencio,Betéitiva,Turismo,4,Hotel,10,27
Villavicencio,Paipa,Turismo,1,Hotel,10,40
Villavicencio,Paipa,Turismo,1,Vivienda familiar,10,43
Villavicencio,Paipa,Turismo,1,Vivienda familiar,10,45
Viterbo,Aquitania,Turismo,4,Hotel,9,42
Yolombo,Paipa,Turismo,1,Vivienda familiar,10,7
Yopal,Paipa,Turismo,5,Hotel,10,1
Yopal,Paipa,Turismo,2,Hotel,10,1
Yopal,Paipa,Turismo,3,Hotel,10,2
Yopal,Paipa,Turismo,2,Hotel,8,2
Yopal,Aquitania,Turismo,1,Hotel,10,2
Yopal,Aquitania,Turismo,1,Hotel,10,2
Yopal,Paipa,Turismo,1,Hotel,10,2
Yopal,Aquitania,Turismo,1,Vivienda familiar,7,2
Yopal,Paipa,Turismo,2,Vivienda familiar,10,2
Yopal,Aquitania,Turismo,3,Hotel,10,2
Yopal,Duitama,Turismo,2,Hotel,10,2
Yopal,Sogamoso,Turismo,2,Hotel,10,2
Yopal,Paipa,Turismo,1,Hotel,10,2
Yopal,Aquitania,Turismo,1,Hotel,10,2
Yopal,Aquitania,Turismo,4,Vivienda familiar,7,2
Yopal,Aquitania,Turismo,4,Vivienda familiar,7,2
Yopal,Belén,Turismo,4,Hotel,10,2
Yopal,Duitama,Turismo,3,Vivienda familiar,10,2
Yopal,Aquitania,Turismo,2,Vivienda familiar,10,2
Yopal,Monguí,Turismo,3,Hotel,10,3
Yopal,Paipa,Turismo,4,Hotel,10,3
Yopal,Aquitania,Turismo,3,Hotel,9,4
Yopal,Duitama,Turismo,2,Hotel,10,4
Yopal,Tunja,Turismo,3,Hotel,0,4
Yopal,Sogamoso,Turismo,1,Hotel,9,4
Yopal,Aquitania,Turismo,3,Hotel,10,4
Yopal,Sogamoso,Turismo,3,Hotel,10,4
Yopal,Duitama,Turismo,3,Hotel,10,4
Yopal,Duitama,Turismo,3,Hotel,10,4
Yopal,Duitama,Turismo,2,Hotel,10,4
Yopal,Aquitania,Turismo,2,Vivienda familiar,8,5
Yopal,Boyacá,Turismo,2,Hotel,8,5
Yopal,Aquitania,Turismo,1,Vivienda familiar,10,5
Yopal,Paipa,Turismo,3,Hotel,0,5
Yopal,Aquitania,Turismo,5,Vivienda familiar,10,5
Yopal,Nobsa,Turismo,3,Hotel,10,5
Yopal,Duitama,Turismo,5,Vivienda familiar,10,5
Yopal,Aquitania,Turismo,2,Hotel,10,6
Yopal,Aquitania,Turismo,5,Resort,10,7
Yopal,Corrales,Turismo,3,Hotel,8,8
Yopal,Aquitania,Turismo,1,Hotel,10,8
Yopal,Paipa,Turismo,4,Hotel,10,8
Yopal,Paipa,Turismo,2,Hotel,10,8
YOPAL,Tunja,Turismo,1,Otro,10,8
Yopal,Paipa,Turismo,2,Hotel,10,9
Yopal,Paipa,Turismo,2,Cabaña rural,10,20
Yopal,Boyacá,Turismo,1,Hotel,10,22
Yopal,Aquitania,Turismo,5,Hotel,9,30
Yopal,Boyacá,Turismo,4,Hotel,9,58
Yopal,Paipa,Turismo,3,Hotel,10,65
Yumbo,Sáchica,Otro,3,Vivienda familiar,0,2
Zipaquirá,Paipa,Turismo,2,Hotel,10,1
Zipaquirá,Aquitania,Turismo,2,Hotel,10,2
Zipaquirá,Aquitania,Turismo,2,Hotel,10,2
Zipaquirá,Duitama,Turismo,2,Hotel,10,2
Zipaquirá,Aquitania,Turismo,1,Hotel,10,3
Zipaquirá,Aquitania,Turismo,1,Hotel,10,4
Zipaquirá,Duitama,Turismo,5,Vivienda familiar,10,4
Zipaquirá,Paipa,Turismo,5,Vivienda familiar,10,4
Zipaquirá,Villa de Leyva,Turismo,1,Hotel,10,5
Zipaquirá,Aquitania,Turismo,3,Vivienda familiar,10,5
Zipaquirá,Villa de Leyva,Turismo,2,Hotel,9,5
Zipaquirá,Aquitania,Turismo,1,Vivienda familiar,10,5
Zipaquirá,Paipa,Turismo,2,Hotel,10,6
Zipaquirá,Duitama,Turismo,3,Hotel,10,8
